Company Name	Status	LeadId	Date	User Email
Davidoff	New	29205869	2024-02-07	Reply@Davidoff.com
David's Bridal	On-hold	5DEBACD9	2024-01-11	Reply@David's Bridal.com
Dawn	Closed-Won	BF57F68C	2024-03-23	Reply@Dawn.com
DayQuil	Cold	63E2F9A9	2024-04-15	Reply@DayQuil.com
Days Inn	Qualified	905B3F68	2024-03-15	Reply@Days Inn.com
De Bortoli Wines	Proposal Sent	16B15FF3	2024-01-30	Reply@De Bortoli Wines.com
De Koninck	Negotiation	A9DE4DC8	2024-02-23	Reply@De Koninck.com
DeBeers	In Progress	31EF03FD	2024-04-24	Reply@DeBeers.com
DeVry	Contacted	7491F2E5	2024-04-01	Reply@DeVry.com
DeWALT	Nurturing	46C5FE13	2024-02-25	Reply@DeWALT.com
Deborah Milano	Qualified	B22CB4B8	2024-01-09	Reply@Deborah Milano.com
Degree	Closed-Lost	BD276D5B	2024-01-14	Reply@Degree.com
Del Monte	In Progress	4058F141	2024-03-04	Reply@Del Monte.com
Delirium Tremens	Proposal Sent	625213BB	2024-03-17	Reply@Delirium Tremens.com
Dell	Negotiation	999008D3	2024-04-24	Reply@Dell.com
Delta	Proposal Sent	77CF0350	2024-05-01	Reply@Delta.com
Delta Air Lines	In Progress	BB04AF27	2024-04-24	Reply@Delta Air Lines.com
Delta Electricity	On-hold	A54D219C	2024-03-01	Reply@Delta Electricity.com
Delta Lloyd Group	Reengaged	643CCCCF	2024-02-21	Reply@Delta Lloyd Group.com
Delta Projects	In Progress	E70C7F23	2024-04-25	Reply@Delta Projects.com
DenTek	Disqualified	A41D9545	2024-02-28	Reply@DenTek.com
Denny's	Closed-Won	8E16D01F	2024-02-01	Reply@Denny's.com
Dentyne	Disqualified	4E32AE3C	2024-01-04	Reply@Dentyne.com
Denver Hayes	Disqualified	279281DA	2024-04-13	Reply@Denver Hayes.com
Depo	Nurturing	5C23947B	2024-02-07	Reply@Depo.com
Desitin	Qualified	E952357B	2024-02-21	Reply@Desitin.com
Detrol	Cold	E8D89EA7	2024-03-31	Reply@Detrol.com
Dettol	In Progress	5B9AA27C	2024-02-18	Reply@Dettol.com
Deutsche Bank	In Progress	7F03425A	2024-02-18	Reply@Deutsche Bank.com
Deutsche Post	Negotiation	EF352795	2024-04-29	Reply@Deutsche Post.com
Devassa	Proposal Sent	E9D37D68	2024-02-15	Reply@Devassa.com
Dexia	Closed-Won	138588F5	2024-04-16	Reply@Dexia.com
De'Longhi	Nurturing	BEDE8CAE	2024-02-12	Reply@De'Longhi.com
DiGi	Qualified	06BDA3B6	2024-02-05	Reply@DiGi.com
Diadora	Proposal Sent	01D94EB4	2024-02-26	Reply@Diadora.com
Diageo	Closed-Won	DAB21AEB	2024-02-10	Reply@Diageo.com
Dial	Reengaged	C00AF8A5	2024-03-06	Reply@Dial.com
Diaper Genie	New	1F7F4016	2024-02-13	Reply@Diaper Genie.com
Dick Smith Electronics	Qualified	6883045A	2024-04-29	Reply@Dick Smith Electronics.com
Dick Smith Foods	Warm 	F25DB9F6	2024-02-03	Reply@Dick Smith Foods.com
Dickies	Contacted	316773F4	2024-03-07	Reply@Dickies.com
Dick's Sporting Goods	On-hold	36FAB2BF	2024-02-14	Reply@Dick's Sporting Goods.com
Diesel	Nurturing	A85ED777	2024-01-24	Reply@Diesel.com
Diet Coke	Warm 	EC9F8CED	2024-04-18	Reply@Diet Coke.com
Diet Pepsi	Referral	DE6BB3F9	2024-02-17	Reply@Diet Pepsi.com
Digiorno	New	8AB16405	2024-04-13	Reply@Digiorno.com
Dillard's	Closed-Lost	9CC52F6C	2024-04-10	Reply@Dillard's.com
Dilmah	In Progress	49D0DF2E	2024-04-05	Reply@Dilmah.com
Dinty Moore	Qualified	0293280F	2024-03-14	Reply@Dinty Moore.com
Dior	Closed-Won	2C671530	2024-04-07	Reply@Dior.com
DirectTV	Cold	81321AD6	2024-03-14	Reply@DirectTV.com
Dirt Devil	Referral	72F48C3E	2024-04-06	Reply@Dirt Devil.com
Disaronno	On-hold	B805794A	2024-04-18	Reply@Disaronno.com
Disco SA	Contacted	2A4392B1	2024-01-15	Reply@Disco SA.com
Discount Tire	Negotiation	682558C3	2024-02-04	Reply@Discount Tire.com
Discover	Proposal Sent	6BEF7B25	2024-04-04	Reply@Discover.com
Discovery Air	In Progress	F59E9A1E	2024-03-08	Reply@Discovery Air.com
Discovery Channel	Warm 	40C67A1D	2024-01-25	Reply@Discovery Channel.com
Dish Network	Contacted	6DCAF058	2024-02-10	Reply@Dish Network.com
Disney	Cold	60A42D05	2024-03-09	Reply@Disney.com
Divella	Disqualified	32B86859	2024-03-28	Reply@Divella.com
Dixie	New	18BF0EA7	2024-01-18	Reply@Dixie.com
Doc Martin	In Progress	80EE5968	2024-01-31	Reply@Doc Martin.com
Dockers	Negotiation	C043586F	2024-01-05	Reply@Dockers.com
Dodge	Negotiation	7157DC86	2024-04-11	Reply@Dodge.com
Dog Chow	Disqualified	67BA1CB1	2024-01-07	Reply@Dog Chow.com
Dolby Surround	Warm 	AAFA3591	2024-04-21	Reply@Dolby Surround.com
Dolce & Gabbana	Negotiation	F26394FB	2024-01-29	Reply@Dolce & Gabbana.com
Dole	Qualified	219FCB0D	2024-04-17	Reply@Dole.com
Dollar General	Closed-Lost	E597EF72	2024-01-18	Reply@Dollar General.com
Dollar Rent A Car	In Progress	56069821	2024-01-14	Reply@Dollar Rent A Car.com
Dollar Tree Stores	Closed-Lost	D1B219BD	2024-03-31	Reply@Dollar Tree Stores.com
Dom Perignon	Closed-Won	0BAB34AC	2024-02-12	Reply@Dom Perignon.com
Dom Preignon	Referral	EE3C5402	2024-04-23	Reply@Dom Preignon.com
Domino's Pizza	On-hold	2E37DEC1	2024-04-12	Reply@Domino's Pizza.com
Don de Dieu	Closed-Won	004E887F	2024-01-04	Reply@Don de Dieu.com
Dorf Clark Industries Limited	New	2F3125CD	2024-03-28	Reply@Dorf Clark Industries Limited.com
Doritos	Qualified	D28AB012	2024-02-29	Reply@Doritos.com
Doublemint	New	E1F01A1F	2024-04-14	Reply@Doublemint.com
Doubletree	Closed-Won	DA23CA52	2024-02-18	Reply@Doubletree.com
Doux	Cold	5294292E	2024-01-22	Reply@Doux.com
Dove	Contacted	5020245F	2024-05-01	Reply@Dove.com
Dow Chemical	Reengaged	3295062B	2024-02-20	Reply@Dow Chemical.com
Downer EDi	New	41CFFCBC	2024-01-12	Reply@Downer EDi.com
Downy	Contacted	CD3F4667	2024-01-10	Reply@Downy.com
Dr Pepper	Closed-Won	637DC16B	2024-01-14	Reply@Dr Pepper.com
Dr. Denim Jeansmakers	Warm 	7DEC92FE	2024-01-11	Reply@Dr. Denim Jeansmakers.com
Dr. Oetker	Nurturing	C4ED6D65	2024-04-10	Reply@Dr. Oetker.com
Dr. Scholl's	Reengaged	F37293E3	2024-02-14	Reply@Dr. Scholl's.com
Dragon Bleu	On-hold	AC94CCF5	2024-02-02	Reply@Dragon Bleu.com
Dragonair	Referral	2651FC7C	2024-01-13	Reply@Dragonair.com
Draka	Qualified	9CCEA74C	2024-02-04	Reply@Draka.com
Dramamine	Closed-Lost	6BE155C1	2024-02-14	Reply@Dramamine.com
Drano	Disqualified	E9E71658	2024-01-20	Reply@Drano.com
DreamWorks	Disqualified	064573C3	2024-03-24	Reply@DreamWorks.com
Drewry's	Nurturing	E0FF8EBA	2024-02-22	Reply@Drewry's.com
Driza-Bone	Proposal Sent	A1C3B0A1	2024-04-28	Reply@Driza-Bone.com
Drpers	Closed-Won	A2AD5A6A	2024-03-13	Reply@Drpers.com
Du Maurier	Closed-Lost	6A18582A	2024-02-11	Reply@Du Maurier.com
DuPont	Disqualified	D91D8DC6	2024-03-08	Reply@DuPont.com
Ducati	Contacted	783DE707	2024-03-06	Reply@Ducati.com
Dulux	Warm 	F4B5B7FC	2024-04-02	Reply@Dulux.com
Dunkin Donuts	Closed-Won	E0B7FD41	2024-02-12	Reply@Dunkin Donuts.com
Duracell	In Progress	BBD8D1E2	2024-02-12	Reply@Duracell.com
Duraflame	On-hold	5E3F2D11	2024-02-18	Reply@Duraflame.com
Durango	Closed-Lost	9EEC34E9	2024-02-10	Reply@Durango.com
Duratex	Reengaged	92D906BC	2024-01-12	Reply@Duratex.com
Durex	Nurturing	5130968F	2024-03-06	Reply@Durex.com
Dusit Thani	Referral	E43A0716	2024-02-20	Reply@Dusit Thani.com
DustBuster	Proposal Sent	CDBF526A	2024-02-01	Reply@DustBuster.com
Dutch Lady	Cold	B6054D64	2024-02-09	Reply@Dutch Lady.com
Dymocks	On-hold	DE3C8300	2024-01-17	Reply@Dymocks.com
Dynamotive Energy Systems	On-hold	FF583A1C	2024-03-06	Reply@Dynamotive Energy Systems.com
Dyson	Disqualified	E2D2B120	2024-01-26	Reply@Dyson.com
E! Entertainment Television	New	1F4E5B0F	2024-03-29	Reply@E! Entertainment Television.com
E-Trade	On-hold	7915177C	2024-01-23	Reply@E-Trade.com
E.Leclerc	Referral	380C4D1E	2024-04-13	Reply@E.Leclerc.com
E.ON	Cold	6DB1C68A	2024-02-07	Reply@E.ON.com
EBX Group	Warm 	EFA67072	2024-05-01	Reply@EBX Group.com
EDF Electric	Cold	63AD271C	2024-01-28	Reply@EDF Electric.com
EFG Bank	Negotiation	1C229992	2024-02-18	Reply@EFG Bank.com
EFTel	Nurturing	CF74A03E	2024-04-11	Reply@EFTel.com
EHarmony.com	On-hold	D2221F21	2024-03-31	Reply@EHarmony.com.com
EMQ Pty Ltd	Closed-Lost	54AE66F0	2024-04-03	Reply@EMQ Pty Ltd.com
ENBW	New	6EB3EB3F	2024-03-03	Reply@ENBW.com
EOS	Proposal Sent	8F88B944	2024-03-06	Reply@EOS.com
ESPN	Warm 	4AA4712B	2024-01-26	Reply@ESPN.com
EVA Air	Reengaged	A5AB09E3	2024-02-01	Reply@EVA Air.com
Eagle Boys	New	BA9BB090	2024-01-19	Reply@Eagle Boys.com
Easy Jet	New	3C0FDF30	2024-04-09	Reply@Easy Jet.com
Easy Spirit	New	21B7A24F	2024-03-24	Reply@Easy Spirit.com
Easy-Bake	Contacted	36366BF4	2024-02-25	Reply@Easy-Bake.com
Easy-Off	Closed-Won	1E53BCBE	2024-03-01	Reply@Easy-Off.com
EasyShare	Proposal Sent	CC87247C	2024-04-11	Reply@EasyShare.com
Eaton	Warm 	1094689F	2024-02-19	Reply@Eaton.com
Ecco	Proposal Sent	73B6D098	2024-04-19	Reply@Ecco.com
Eclipse	Contacted	625795CD	2024-04-03	Reply@Eclipse.com
Edy's	Reengaged	E1A7E72C	2024-02-25	Reply@Edy's.com
Effigy Press	Closed-Lost	6E99CB48	2024-01-25	Reply@Effigy Press.com
Egg Beaters	Cold	5E022D52	2024-02-09	Reply@Egg Beaters.com
Eggo	On-hold	AD715805	2024-04-17	Reply@Eggo.com
Eight O'Clock Coffee Company	Qualified	E9B4E4F1	2024-02-18	Reply@Eight O'Clock Coffee Company.com
El Corte InglÃ©s	Reengaged	C7B78D95	2024-01-05	Reply@El Corte InglÃ©s.com
El Mercio SAP	Reengaged	91180809	2024-04-26	Reply@El Mercio SAP.com
Elantra	Warm 	7492233E	2024-03-27	Reply@Elantra.com
Elders IXL	Qualified	24A55E37	2024-03-06	Reply@Elders IXL.com
Electrasol	In Progress	F18D25E3	2024-04-20	Reply@Electrasol.com
Electrolux	Warm 	548A6243	2024-03-11	Reply@Electrolux.com
Element Skateboards	Reengaged	96181DA0	2024-04-30	Reply@Element Skateboards.com
Elevit	Referral	BFE04CBC	2024-01-09	Reply@Elevit.com
Elf	Closed-Lost	6B3F4605	2024-04-10	Reply@Elf.com
Elfin Cars	Contacted	7167B628	2024-04-03	Reply@Elfin Cars.com
Eli Lilly	Nurturing	EAA40395	2024-02-23	Reply@Eli Lilly.com
Elion	Warm 	C579A5D7	2024-03-19	Reply@Elion.com
Ellininki Radiofonia Tileoriasi	Warm 	9245F4CE	2024-03-30	Reply@Ellininki Radiofonia Tileoriasi.com
Elmer Fudd	Cold	17B802A6	2024-01-23	Reply@Elmer Fudd.com
Elmer's	Disqualified	F7E047C6	2024-01-03	Reply@Elmer's.com
Elvo	Cold	6723B19E	2024-03-20	Reply@Elvo.com
Email Limited	Proposal Sent	7CB5357B	2024-03-29	Reply@Email Limited.com
Embraco	Reengaged	6CDEE838	2024-01-20	Reply@Embraco.com
Embratel	Proposal Sent	DBDBC4F5	2024-02-29	Reply@Embratel.com
Emerson Electric	Closed-Won	41466CF6	2024-04-28	Reply@Emerson Electric.com
Emerus	Warm 	17C240DE	2024-04-16	Reply@Emerus.com
Empire State Building	Negotiation	7474D5B1	2024-02-10	Reply@Empire State Building.com
Emporiki Bank	Referral	F9D9FC08	2024-01-29	Reply@Emporiki Bank.com
EmtÃ©	Proposal Sent	8EEEFEBB	2024-01-22	Reply@EmtÃ©.com
Emu Brewery	Negotiation	7F874DA9	2024-04-14	Reply@Emu Brewery.com
EnCana	Nurturing	E56943D7	2024-03-14	Reply@EnCana.com
Enbridge	Cold	6BBAE735	2024-03-02	Reply@Enbridge.com
Energex	Closed-Won	EB893D14	2024-03-16	Reply@Energex.com
Energizer	On-hold	6347E917	2024-02-20	Reply@Energizer.com
EnergyAustralia	Nurturing	25800367	2024-02-15	Reply@EnergyAustralia.com
Engin	Disqualified	BD5C58D7	2024-04-22	Reply@Engin.com
Eni S.p.A.	Closed-Lost	2B954188	2024-02-17	Reply@Eni S.p.A..com
Ensure	In Progress	AFB7DED1	2024-03-07	Reply@Ensure.com
Entel PCS	Warm 	157B9767	2024-01-21	Reply@Entel PCS.com
Enterprise Rent-A-Car	Cold	0196ECE5	2024-03-13	Reply@Enterprise Rent-A-Car.com
EnviroMission	Referral	09CB0D56	2024-04-15	Reply@EnviroMission.com
Envoy	On-hold	A706B2D5	2024-02-09	Reply@Envoy.com
Epcot	Cold	9086A42A	2024-01-19	Reply@Epcot.com
Epson	Closed-Lost	E2B88811	2024-04-04	Reply@Epson.com
Equal	Cold	E25E3DB4	2024-04-18	Reply@Equal.com
Equinox	Qualified	04B1A7E8	2024-02-10	Reply@Equinox.com
Eraring Energy	Nurturing	81AE6908	2024-03-03	Reply@Eraring Energy.com
Ergon	Referral	EA9E6A24	2024-03-18	Reply@Ergon.com
Ergon S.A.	Closed-Won	7A53D090	2024-04-11	Reply@Ergon S.A..com
Ericsson	Disqualified	C95E5989	2024-02-20	Reply@Ericsson.com
Ermenegildo Zegna	Closed-Lost	3A80501F	2024-04-22	Reply@Ermenegildo Zegna.com
Ernest Adams	Disqualified	E0D0CCED	2024-02-19	Reply@Ernest Adams.com
Ernst & Young	On-hold	DD1BF9B1	2024-03-14	Reply@Ernst & Young.com
Erste Group	Negotiation	D13FE4C0	2024-04-02	Reply@Erste Group.com
Esanda Finance Corporation Ltd	Reengaged	461C87C7	2024-01-07	Reply@Esanda Finance Corporation Ltd.com
Escalade	New	C74215CD	2024-03-15	Reply@Escalade.com
Escape	New	AEE20616	2024-03-11	Reply@Escape.com
Escondida	Negotiation	65C89F52	2024-02-17	Reply@Escondida.com
Eskimo Pie	Qualified	4C4FB087	2024-01-20	Reply@Eskimo Pie.com
Esky	Cold	B0939591	2024-01-30	Reply@Esky.com
Espirit	Referral	EE44513D	2024-03-26	Reply@Espirit.com
EspÃ­rito Santo Financial Group	Closed-Won	91AA6138	2024-04-24	Reply@EspÃ­rito Santo Financial Group.com
Estee Lauder	In Progress	B8859A10	2024-04-17	Reply@Estee Lauder.com
Estrela	Negotiation	6501D925	2024-01-01	Reply@Estrela.com
Estrella Damm	Negotiation	0466492F	2024-03-08	Reply@Estrella Damm.com
Etch A Sketch	In Progress	1C675C12	2024-01-22	Reply@Etch A Sketch.com
Ethan Allen	Closed-Won	C0A70E6A	2024-01-09	Reply@Ethan Allen.com
Ethical Ocean	Proposal Sent	8D5A8A1A	2024-04-17	Reply@Ethical Ocean.com
Etienne Aigner	Contacted	2E8E837A	2024-04-29	Reply@Etienne Aigner.com
Etos	Warm 	B8F585AB	2024-02-29	Reply@Etos.com
Eucerin	Warm 	1834AF21	2024-02-04	Reply@Eucerin.com
Evenflo	In Progress	E59DDF3E	2024-04-14	Reply@Evenflo.com
Eveready	Negotiation	C0C2E104	2024-04-18	Reply@Eveready.com
Everlast	Negotiation	21368E18	2024-01-03	Reply@Everlast.com
Evga S.A.	Warm 	1430E262	2024-03-11	Reply@Evga S.A..com
Evian	Nurturing	CB2D9CE7	2024-03-21	Reply@Evian.com
Evora	New	7D14C40D	2024-02-20	Reply@Evora.com
Excedrin	Nurturing	8E466A25	2024-02-03	Reply@Excedrin.com
Excellence	Closed-Won	44AACE7D	2024-04-06	Reply@Excellence.com
Expedia.com	New	54ABA54B	2024-01-05	Reply@Expedia.com.com
Expedition	Closed-Lost	3F8F5248	2024-01-03	Reply@Expedition.com
Explorer	On-hold	3BE26A1E	2024-01-21	Reply@Explorer.com
Export	Qualified	90FC6678	2024-01-04	Reply@Export.com
Express Virtual Meetings	Referral	03EA1A5C	2024-01-25	Reply@Express Virtual Meetings.com
Extra	Negotiation	8AF9CBBA	2024-02-14	Reply@Extra.com
Exxon Mobil	Warm 	6B6AE3D2	2024-01-03	Reply@Exxon Mobil.com
Ezine	Referral	B40D872C	2024-01-15	Reply@Ezine.com
F. Whitlock & Sons Ltd	Reengaged	0C8F0B82	2024-04-07	Reply@F. Whitlock & Sons Ltd.com
FLO	New	16DFECE1	2024-03-12	Reply@FLO.com
FX	Contacted	A9416AA9	2024-01-10	Reply@FX.com
Fabral	Closed-Won	8E2E23C0	2024-05-01	Reply@Fabral.com
Facebook	On-hold	1C4DB99F	2024-04-25	Reply@Facebook.com
Fage	Negotiation	5B926611	2024-03-19	Reply@Fage.com
Fair and Handsome	Qualified	ED85973B	2024-03-26	Reply@Fair and Handsome.com
Fairfax Financial Holdings	Reengaged	225981A9	2024-03-01	Reply@Fairfax Financial Holdings.com
Falabella	Reengaged	8BD7642C	2024-03-19	Reply@Falabella.com
Falcon Bridge	Cold	3D115D1A	2024-03-16	Reply@Falcon Bridge.com
Family Dollar	Negotiation	8F7260D3	2024-02-28	Reply@Family Dollar.com
Famous Amos	Disqualified	3CF484CB	2024-04-13	Reply@Famous Amos.com
Fannie Mae	Disqualified	E1E5ABBF	2024-01-09	Reply@Fannie Mae.com
Fanta	Referral	621303C0	2024-02-25	Reply@Fanta.com
Fantastik	Proposal Sent	E8DE05E9	2024-02-11	Reply@Fantastik.com
Farberware	Closed-Lost	B2590DBC	2024-01-27	Reply@Farberware.com
Farmers	Proposal Sent	9C00828D	2024-01-21	Reply@Farmers.com
Fashion TV	Referral	78983B95	2024-02-21	Reply@Fashion TV.com
Febreze	Nurturing	F59E842F	2024-03-24	Reply@Febreze.com
FedEx	Qualified	DBC063FE	2024-01-02	Reply@FedEx.com
FedEx Office	Nurturing	42E1AC09	2024-02-04	Reply@FedEx Office.com
Feldschlosschen	Reengaged	A5C14A3F	2024-04-08	Reply@Feldschlosschen.com
Fendi	Proposal Sent	30D4A0EF	2024-03-12	Reply@Fendi.com
Feria	Cold	795EB3AB	2024-02-14	Reply@Feria.com
Ferrari	Proposal Sent	EA97CDF8	2024-02-08	Reply@Ferrari.com
Ferrero	Cold	A2D49D5F	2024-03-24	Reply@Ferrero.com
Fiat	Referral	705F8203	2024-01-02	Reply@Fiat.com
Fiber One	Contacted	68C19AFE	2024-01-02	Reply@Fiber One.com
Fiber Plus	Negotiation	60CB1048	2024-02-21	Reply@Fiber Plus.com
FibreTech Innovations	Cold	95A9A192	2024-01-18	Reply@FibreTech Innovations.com
Fibria	Closed-Lost	84FAD67D	2024-01-24	Reply@Fibria.com
Fidelity	Warm 	AEC3C469	2024-01-10	Reply@Fidelity.com
Fifth Avenue Show Repair	Closed-Lost	75C54E96	2024-01-27	Reply@Fifth Avenue Show Repair.com
Fila	On-hold	86E9A383	2024-04-07	Reply@Fila.com
Filippa K	On-hold	F3C98E55	2024-02-02	Reply@Filippa K.com
Finaciero	New	2CA79520	2024-04-08	Reply@Finaciero.com
Firestone	New	FF1FD81B	2024-03-31	Reply@Firestone.com
First Data	Qualified	74D8C7AC	2024-01-01	Reply@First Data.com
First Response	Qualified	344F23F2	2024-02-11	Reply@First Response.com
FirstEnergy	New	F82AE895	2024-04-13	Reply@FirstEnergy.com
Fischer	In Progress	6D38C002	2024-03-19	Reply@Fischer.com
Fisher & Paykel	Referral	65990BD6	2024-02-06	Reply@Fisher & Paykel.com
Fisher-Price	New	7C197367	2024-03-06	Reply@Fisher-Price.com
Fiskar's	Warm 	B6A5DD3B	2024-01-04	Reply@Fiskar's.com
Five	Proposal Sent	0ED1BE00	2024-02-20	Reply@Five.com
Flahavan's	Referral	88195DD1	2024-01-15	Reply@Flahavan's.com
Fleet Farm	Reengaged	479D241A	2024-02-04	Reply@Fleet Farm.com
Fletcher Jones	Warm 	8B86B106	2024-03-19	Reply@Fletcher Jones.com
Flextronics	Closed-Won	687A9F3C	2024-03-15	Reply@Flextronics.com
Flight Centre	Qualified	6722BF78	2024-04-20	Reply@Flight Centre.com
Flonase	Reengaged	7E06A0CB	2024-04-13	Reply@Flonase.com
Florena	Cold	22BCAE57	2024-01-02	Reply@Florena.com
Florida Orange Juice	On-hold	57A9460D	2024-03-21	Reply@Florida Orange Juice.com
Florigene	Proposal Sent	6E3579E5	2024-02-10	Reply@Florigene.com
Fluor	Cold	4401A086	2024-04-17	Reply@Fluor.com
Focus	Contacted	1FE42799	2024-04-22	Reply@Focus.com
Folgers	Contacted	13A13BA2	2024-04-03	Reply@Folgers.com
Folli Follie	Referral	8428642F	2024-03-31	Reply@Folli Follie.com
Fonterra	Disqualified	4FB93E05	2024-02-09	Reply@Fonterra.com
Food Lion	Referral	C3458443	2024-04-07	Reply@Food Lion.com
Foodland Supermarkets	Qualified	808CCF3C	2024-02-15	Reply@Foodland Supermarkets.com
Foot Locker	In Progress	4BBC35E3	2024-01-07	Reply@Foot Locker.com
Forbes	Proposal Sent	D692A13A	2024-01-02	Reply@Forbes.com
ForceFlex	Nurturing	E5F95DDA	2024-03-30	Reply@ForceFlex.com
Ford Motor	Qualified	B369C713	2024-03-05	Reply@Ford Motor.com
Forenza	Warm 	AE94ECB5	2024-03-04	Reply@Forenza.com
Formula 409	Cold	FB64377E	2024-01-06	Reply@Formula 409.com
Forrester	Warm 	86C3AAEE	2024-03-06	Reply@Forrester.com
Forte	Closed-Lost	F7ABA1BA	2024-02-14	Reply@Forte.com
Fortescue Metals Group	Negotiation	B34B4011	2024-01-27	Reply@Fortescue Metals Group.com
Fortis	Reengaged	FA2B7BBC	2024-04-12	Reply@Fortis.com
Fortwo	Closed-Won	0177FD30	2024-03-12	Reply@Fortwo.com
Fossil	Proposal Sent	21B56595	2024-01-24	Reply@Fossil.com
Foster's Lager	Closed-Lost	4388272D	2024-04-21	Reply@Foster's Lager.com
Fosters	Referral	2C834FE8	2024-03-20	Reply@Fosters.com
Foster's	Qualified	B2F8CD64	2024-04-26	Reply@Foster's.com
Four Loko	New	7B8D0150	2024-02-14	Reply@Four Loko.com
Four'N Twenty Pie	Proposal Sent	735C6B3F	2024-01-11	Reply@Four'N Twenty Pie.com
Fox	Proposal Sent	685CE473	2024-02-19	Reply@Fox.com
France Telecom	Warm 	3C23D7E8	2024-03-24	Reply@France Telecom.com
Franck Muller	Negotiation	236A3D78	2024-02-16	Reply@Franck Muller.com
Franklins	Nurturing	0F464E10	2024-01-31	Reply@Franklins.com
Franprix	Nurturing	28BD30F2	2024-02-09	Reply@Franprix.com
Freddie Mac	Closed-Won	CE3D88F6	2024-03-29	Reply@Freddie Mac.com
FreeCreditReport.com	Reengaged	46033B3F	2024-03-18	Reply@FreeCreditReport.com.com
Freehand Group	In Progress	B2973DCE	2024-01-14	Reply@Freehand Group.com
Freeserve	New	6680FD71	2024-01-25	Reply@Freeserve.com
Freestyle	On-hold	EBAD78B4	2024-04-05	Reply@Freestyle.com
French's	On-hold	38B886F4	2024-03-11	Reply@French's.com
Fresca	On-hold	6C2B98A0	2024-02-19	Reply@Fresca.com
Fresenius Medical Care	Negotiation	05697A05	2024-04-15	Reply@Fresenius Medical Care.com
Fresh Steps	Qualified	D01DF900	2024-05-01	Reply@Fresh Steps.com
Freshlook	Closed-Lost	1A02B6F7	2024-03-26	Reply@Freshlook.com
Fresh'n Fruity	In Progress	03A682F6	2024-04-24	Reply@Fresh'n Fruity.com
Fridgidaire	Reengaged	3FF367F6	2024-03-05	Reply@Fridgidaire.com
Friesland Bank	Proposal Sent	4350B1AF	2024-03-31	Reply@Friesland Bank.com
Friskies	Proposal Sent	48C39CD5	2024-03-26	Reply@Friskies.com
Frito-Lay	Nurturing	45A3CA3D	2024-02-29	Reply@Frito-Lay.com
FrontLine	Warm 	8ABAD158	2024-04-19	Reply@FrontLine.com
Froot Loops	In Progress	F23A4B09	2024-02-19	Reply@Froot Loops.com
Frooti	Referral	B55D0664	2024-02-29	Reply@Frooti.com
Frucor	Warm 	5991D9D6	2024-01-19	Reply@Frucor.com
Fruit Harvest	Referral	FE6D52B6	2024-04-05	Reply@Fruit Harvest.com
Fruit of the Loom	Nurturing	8A372DB3	2024-02-22	Reply@Fruit of the Loom.com
Fuchs	Nurturing	C9AF0CA1	2024-04-13	Reply@Fuchs.com
Fudge Shoppe	Negotiation	0825C168	2024-03-12	Reply@Fudge Shoppe.com
Fuji Film	Contacted	758CF2A6	2024-02-14	Reply@Fuji Film.com
Fujitsu	Qualified	BA6B4C3C	2024-02-15	Reply@Fujitsu.com
Fulinmen	On-hold	675FF5E4	2024-01-09	Reply@Fulinmen.com
Funnelback	Cold	059B466B	2024-02-01	Reply@Funnelback.com
Funyuns	Referral	31858AC1	2024-01-14	Reply@Funyuns.com
Fusion	Qualified	EF9F004A	2024-04-02	Reply@Fusion.com
Fuzion	Referral	460FA522	2024-03-27	Reply@Fuzion.com
G2000	Referral	C7330A9F	2024-04-07	Reply@G2000.com
G6	New	08D6C07D	2024-04-25	Reply@G6.com
GAS	Negotiation	172AF8D8	2024-02-09	Reply@GAS.com
GCP Australia Ltd	Reengaged	CD589BB7	2024-03-22	Reply@GCP Australia Ltd.com
GM	On-hold	27A0BFE4	2024-02-02	Reply@GM.com
GMAC	Contacted	D6548BFC	2024-05-01	Reply@GMAC.com
GNC	Proposal Sent	F5C53470	2024-04-13	Reply@GNC.com
GT	Proposal Sent	60C087D4	2024-02-08	Reply@GT.com
GTO	Closed-Lost	225B6D40	2024-02-04	Reply@GTO.com
GWA International Limited	Closed-Lost	1FC052CC	2024-01-08	Reply@GWA International Limited.com
Gafisa	Qualified	A7410F09	2024-02-14	Reply@Gafisa.com
Gagfah	Qualified	F5FA6816	2024-03-18	Reply@Gagfah.com
Galant	On-hold	3A01C2C4	2024-03-12	Reply@Galant.com
Galbani	Contacted	B03C8F6D	2024-03-23	Reply@Galbani.com
Gall & Gall	Disqualified	AC945DF8	2024-03-14	Reply@Gall & Gall.com
Gallina Blanca	Cold	B81C38DE	2024-01-05	Reply@Gallina Blanca.com
Game Boy	Nurturing	B2447E06	2024-01-03	Reply@Game Boy.com
Gammon Construction	Qualified	315D0902	2024-02-28	Reply@Gammon Construction.com
Gap	Reengaged	85B39C4F	2024-02-25	Reply@Gap.com
Gardetto's	Nurturing	6CAA3679	2024-03-08	Reply@Gardetto's.com
Garmin	Cold	A208DF27	2024-01-30	Reply@Garmin.com
Garnier	Cold	A3D59D63	2024-03-05	Reply@Garnier.com
Gatorade	Closed-Won	351728B2	2024-02-03	Reply@Gatorade.com
Gauloises	Proposal Sent	4999AD9B	2024-01-16	Reply@Gauloises.com
Geico	Warm 	06B52CD8	2024-03-03	Reply@Geico.com
Gen-i	Warm 	F7099818	2024-04-12	Reply@Gen-i.com
