Company Name,Status,User Email,conversion_probability
Atkins,Nurturing,Reply@Atkins.com,0.02
Tooheys Old,In Progress,Reply@Tooheys Old.com,0.02
America Online,Closed-Lost,Reply@America Online.com,0.02
Fireball,Referral,Reply@Fireball.com,0.02
Zeta,Warm ,Reply@Zeta.com,0.02
Hunt's,Warm ,Reply@Hunt's.com,0.02
News Corporation,Cold,Reply@News Corporation.com,0.02
Audi,Nurturing,Reply@Audi.com,0.02
Textron Inc.,Warm ,Reply@Textron Inc..com,0.02
Good Humor,Disqualified,Reply@Good Humor.com,0.02
Emerson Radio,Cold,Reply@Emerson Radio.com,0.02
Husky Energy,Warm ,Reply@Husky Energy.com,0.02
Genius,Disqualified,Reply@Genius.com,0.02
Eucerin,Warm ,Reply@Eucerin.com,0.02
Banco Rio de la Plata SA,Contacted,Reply@Banco Rio de la Plata SA.com,0.02
Statesman,Referral,Reply@Statesman.com,0.02
Luxardo,Negotiation,Reply@Luxardo.com,0.02
Schincoariol,Negotiation,Reply@Schincoariol.com,0.02
Coopers Brewery,Warm ,Reply@Coopers Brewery.com,0.02
Specific Appraisals,Nurturing,Reply@Specific Appraisals.com,0.02
Brown Brothers Milawa Vineyard,Warm ,Reply@Brown Brothers Milawa Vineyard.com,0.02
Coppertone,Nurturing,Reply@Coppertone.com,0.02
McDonald's,Nurturing,Reply@McDonald's.com,0.02
Brother,Contacted,Reply@Brother.com,0.02
Lunchables,On-hold,Reply@Lunchables.com,0.02
Stop & shop,Reengaged,Reply@Stop & shop.com,0.02
Meadow Fresh,Qualified,Reply@Meadow Fresh.com,0.02
Sante,Nurturing,Reply@Sante.com,0.02
Coruba,Nurturing,Reply@Coruba.com,0.02
Meadow Lea,Referral,Reply@Meadow Lea.com,0.02
Grey Fade,In Progress,Reply@Grey Fade.com,0.02
Brioni,Proposal Sent,Reply@Brioni.com,0.02
Bemis Manufacturing Company,Negotiation,Reply@Bemis Manufacturing Company.com,0.02
Country Crock,Disqualified,Reply@Country Crock.com,0.02
Strategic Marine,Disqualified,Reply@Strategic Marine.com,0.02
Continental Airlines,Negotiation,Reply@Continental Airlines.com,0.02
Lone Wolf Wealth Planning,Qualified,Reply@Lone Wolf Wealth Planning.com,0.02
Mega Channel,Referral,Reply@Mega Channel.com,0.02
Continental Airlines,Reengaged,Reply@Continental Airlines.com,0.02
Idea Infinity,Contacted,Reply@Idea Infinity.com,0.02
Burlington Coat Factory,Closed-Lost,Reply@Burlington Coat Factory.com,0.02
Cointreau,Proposal Sent,Reply@Cointreau.com,0.02
Select Comfort,Disqualified,Reply@Select Comfort.com,0.02
Seek Limited,Negotiation,Reply@Seek Limited.com,0.02
Coldwater Creek,In Progress,Reply@Coldwater Creek.com,0.02
Vichy,Qualified,Reply@Vichy.com,0.02
Staples,Contacted,Reply@Staples.com,0.02
MDX,Nurturing,Reply@MDX.com,0.02
Birdwell,Nurturing,Reply@Birdwell.com,0.02
Comedy Central,Proposal Sent,Reply@Comedy Central.com,0.02
Wuliangye,Nurturing,Reply@Wuliangye.com,0.02
Bugs Bunny,Cold,Reply@Bugs Bunny.com,0.02
Starbucks,On-hold,Reply@Starbucks.com,0.02
Life Map,Reengaged,Reply@Life Map.com,0.02
Bugatti,Referral,Reply@Bugatti.com,0.02
Whirlpool Corporation,In Progress,Reply@Whirlpool Corporation.com,0.02
State Farm,Contacted,Reply@State Farm.com,0.02
Luxottica Retail,Nurturing,Reply@Luxottica Retail.com,0.02
Sandals,In Progress,Reply@Sandals.com,0.02
Cover Girl,Reengaged,Reply@Cover Girl.com,0.02
Routan,Proposal Sent,Reply@Routan.com,0.02
Matrix Architectural Service,Negotiation,Reply@Matrix Architectural Service.com,0.02
SAP,Closed-Lost,Reply@SAP.com,0.02
Sunkist,Cold,Reply@Sunkist.com,0.02
Sunny Delight,Closed-Lost,Reply@Sunny Delight.com,0.02
Merida,Nurturing,Reply@Merida.com,0.02
Darden Restaurants,Closed-Lost,Reply@Darden Restaurants.com,0.02
Dairy Farmers,Negotiation,Reply@Dairy Farmers.com,0.02
Daisy,Cold,Reply@Daisy.com,0.02
Precision Castparts Corporation,Closed-Lost,Reply@Precision Castparts Corporation.com,0.02
Sunway City,Contacted,Reply@Sunway City.com,0.02
Darrell Lea,In Progress,Reply@Darrell Lea.com,0.02
Dasani,On-hold,Reply@Dasani.com,0.02
Home Depot,Warm ,Reply@Home Depot.com,0.02
Ruby Tuesday,Referral,Reply@Ruby Tuesday.com,0.02
Rubbermaid,Cold,Reply@Rubbermaid.com,0.02
Boost Mobile,Negotiation,Reply@Boost Mobile.com,0.02
Sony Pictures Entertainment,On-hold,Reply@Sony Pictures Entertainment.com,0.02
Asian Answers,On-hold,Reply@Asian Answers.com,0.02
De Bortoli Wines,Proposal Sent,Reply@De Bortoli Wines.com,0.02
De Koninck,Negotiation,Reply@De Koninck.com,0.02
DSM,New,Reply@DSM.com,0.02
Boucheron,Reengaged,Reply@Boucheron.com,0.02
Cracker Jack,Negotiation,Reply@Cracker Jack.com,0.02
SKF,Reengaged,Reply@SKF.com,0.02
Stride,In Progress,Reply@Stride.com,0.02
Credit Agricole,Nurturing,Reply@Credit Agricole.com,0.02
Velcro,Qualified,Reply@Velcro.com,0.02
Lowes Menswear,On-hold,Reply@Lowes Menswear.com,0.02
Balanced Fortune,Contacted,Reply@Balanced Fortune.com,0.02
Crocodile Garments,Nurturing,Reply@Crocodile Garments.com,0.02
Looney Tunes,Cold,Reply@Looney Tunes.com,0.02
Vertex Pharmaceuticals,Disqualified,Reply@Vertex Pharmaceuticals.com,0.02
Acuserv,Qualified,Reply@Acuserv.com,0.02
Crazy Eddie,Proposal Sent,Reply@Crazy Eddie.com,0.02
XC90,Qualified,Reply@XC90.com,0.02
Bechtel,Closed-Lost,Reply@Bechtel.com,0.02
Beazer Homes USA,Negotiation,Reply@Beazer Homes USA.com,0.02
XPLANE,New,Reply@XPLANE.com,0.02
Bowflex,Nurturing,Reply@Bowflex.com,0.02
SPD Bank,Nurturing,Reply@SPD Bank.com,0.02
SPAM,Nurturing,Reply@SPAM.com,0.02
CÃ©line,Negotiation,Reply@CÃ©line.com,0.02
FLO,New,Reply@FLO.com,0.02
Staminade,Referral,Reply@Staminade.com,0.02
Selsun Blue,Qualified,Reply@Selsun Blue.com,0.02
Welch's,New,Reply@Welch's.com,0.02
Marathon,In Progress,Reply@Marathon.com,0.02
Winn-Dixie,In Progress,Reply@Winn-Dixie.com,0.02
Slater & Gordon,On-hold,Reply@Slater & Gordon.com,0.02
Sexsi Senorita,Closed-Lost,Reply@Sexsi Senorita.com,0.02
Make-up Art Cosmetics,Disqualified,Reply@Make-up Art Cosmetics.com,0.02
Major League Baseball,Cold,Reply@Major League Baseball.com,0.02
Camus,Closed-Lost,Reply@Camus.com,0.02
ChapStick,Proposal Sent,Reply@ChapStick.com,0.02
South Park,On-hold,Reply@South Park.com,0.02
Magnavox,Negotiation,Reply@Magnavox.com,0.02
Sinopec,Warm ,Reply@Sinopec.com,0.02
Magna International,Disqualified,Reply@Magna International.com,0.02
Burlington Coat Factory,Negotiation,Reply@Burlington Coat Factory.com,0.02
Cheezels,Referral,Reply@Cheezels.com,0.02
Singles,New,Reply@Singles.com,0.02
Cafe de Coral,Negotiation,Reply@Cafe de Coral.com,0.02
Marks & Spencer,Qualified,Reply@Marks & Spencer.com,0.02
Brunswick Corporation,Closed-Lost,Reply@Brunswick Corporation.com,0.02
Brown-Forman Corporation,New,Reply@Brown-Forman Corporation.com,0.02
Chicco,Nurturing,Reply@Chicco.com,0.02
Centrino,New,Reply@Centrino.com,0.02
CenterPoint Energy,New,Reply@CenterPoint Energy.com,0.02
Liberty Wealth Planner,Closed-Lost,Reply@Liberty Wealth Planner.com,0.02
Center Fresh,Reengaged,Reply@Center Fresh.com,0.02
Manchester United,In Progress,Reply@Manchester United.com,0.02
Sodexo,Negotiation,Reply@Sodexo.com,0.02
Snappy Tom,On-hold,Reply@Snappy Tom.com,0.02
S3 Graphics,In Progress,Reply@S3 Graphics.com,0.02
ChexSystems,New,Reply@ChexSystems.com,0.02
Vintage 1,Closed-Lost,Reply@Vintage 1.com,0.02
Caramello Koala,New,Reply@Caramello Koala.com,0.02
Cascina Verdesole,Referral,Reply@Cascina Verdesole.com,0.02
Casey's General Store,Referral,Reply@Casey's General Store.com,0.02
"Cisco Systems, Inc.",Proposal Sent,"Reply@Cisco Systems, Inc..com",0.02
C.H. Robinson Worldwide,Qualified,Reply@C.H. Robinson Worldwide.com,0.02
Solara,Nurturing,Reply@Solara.com,0.02
Slumberland,Nurturing,Reply@Slumberland.com,0.02
Celebrex,Negotiation,Reply@Celebrex.com,0.02
Caterpillar Inc.,New,Reply@Caterpillar Inc..com,0.02
Russell Investment Group,Referral,Reply@Russell Investment Group.com,0.02
Canadian Tire,Reengaged,Reply@Canadian Tire.com,0.02
Malee,Referral,Reply@Malee.com,0.02
Cencosud,On-hold,Reply@Cencosud.com,0.02
Magic Marker,New,Reply@Magic Marker.com,0.02
Special K,Negotiation,Reply@Special K.com,0.02
Walmart,Proposal Sent,Reply@Walmart.com,0.02
Regis Corporation,Contacted,Reply@Regis Corporation.com,0.02
Wooribank,Negotiation,Reply@Wooribank.com,0.02
Walt Disney Company,Disqualified,Reply@Walt Disney Company.com,0.02
Sherlock Holmes,Cold,Reply@Sherlock Holmes.com,0.02
Shell Canada,Cold,Reply@Shell Canada.com,0.02
Sharpie,Negotiation,Reply@Sharpie.com,0.02
Ideal Garden Maintenance,Closed-Lost,Reply@Ideal Garden Maintenance.com,0.02
Victoria Bitter,Negotiation,Reply@Victoria Bitter.com,0.02
Awthentikz,Warm ,Reply@Awthentikz.com,0.02
Macaroni Grill,Proposal Sent,Reply@Macaroni Grill.com,0.02
Claritin-D,Qualified,Reply@Claritin-D.com,0.02
Mattress Giant,Reengaged,Reply@Mattress Giant.com,0.02
Boise Cascade,On-hold,Reply@Boise Cascade.com,0.02
MYOB,Referral,Reply@MYOB.com,0.02
Libera,New,Reply@Libera.com,0.02
MTV,Warm ,Reply@MTV.com,0.02
Stain Stick,New,Reply@Stain Stick.com,0.02
Clorox,New,Reply@Clorox.com,0.02
MTS,New,Reply@MTS.com,0.02
StairMaster,In Progress,Reply@StairMaster.com,0.02
Shimano,Cold,Reply@Shimano.com,0.02
CIMB,Contacted,Reply@CIMB.com,0.02
Spotify,New,Reply@Spotify.com,0.02
Chivas,Negotiation,Reply@Chivas.com,0.02
China Merchants Bank,Nurturing,Reply@China Merchants Bank.com,0.02
China Mobile,Nurturing,Reply@China Mobile.com,0.02
China Southern Airlines,In Progress,Reply@China Southern Airlines.com,0.02
Cacharel,Reengaged,Reply@Cacharel.com,0.02
China Unicom,Negotiation,Reply@China Unicom.com,0.02
Windex,New,Reply@Windex.com,0.02
Silly Putty,Closed-Lost,Reply@Silly Putty.com,0.02
Marmot,Contacted,Reply@Marmot.com,0.02
Martell,New,Reply@Martell.com,0.02
Massimo Zanetti,Reengaged,Reply@Massimo Zanetti.com,0.02
Rent-A-Wreck,Cold,Reply@Rent-A-Wreck.com,0.02
Martin Print,Nurturing,Reply@Martin Print.com,0.02
Maruti,Closed-Lost,Reply@Maruti.com,0.02
Brinks,On-hold,Reply@Brinks.com,0.02
Cognizant Technology Solutions,New,Reply@Cognizant Technology Solutions.com,0.02
ShopNBC,On-hold,Reply@ShopNBC.com,0.02
Mass Mutual,In Progress,Reply@Mass Mutual.com,0.02
Williams-Sonoma,Disqualified,Reply@Williams-Sonoma.com,0.02
Bonduelle,Warm ,Reply@Bonduelle.com,0.02
Bounty,Negotiation,Reply@Bounty.com,0.02
NescafÃ©,On-hold,Reply@NescafÃ©.com,0.02
Espirit,Referral,Reply@Espirit.com,0.02
Renner,Qualified,Reply@Renner.com,0.02
T-Systems,Disqualified,Reply@T-Systems.com,0.02
Big Mac,Referral,Reply@Big Mac.com,0.02
V05,Cold,Reply@V05.com,0.02
Millenium & Copthorne Hotels,Qualified,Reply@Millenium & Copthorne Hotels.com,0.02
T.G.I. Friday's,Nurturing,Reply@T.G.I. Friday's.com,0.02
Rembrandt,Negotiation,Reply@Rembrandt.com,0.02
E! Entertainment Television,New,Reply@E! Entertainment Television.com,0.02
Durango,Closed-Lost,Reply@Durango.com,0.02
Deborah Milano,Qualified,Reply@Deborah Milano.com,0.02
Hewlett-Packard,Cold,Reply@Hewlett-Packard.com,0.02
Lidl,Cold,Reply@Lidl.com,0.02
Bianchi,Qualified,Reply@Bianchi.com,0.02
Venus Swimwear,Cold,Reply@Venus Swimwear.com,0.02
Red Rose Tea,Warm ,Reply@Red Rose Tea.com,0.02
EMQ Pty Ltd,Closed-Lost,Reply@EMQ Pty Ltd.com,0.02
Milky Way,Negotiation,Reply@Milky Way.com,0.02
Quebecor,Cold,Reply@Quebecor.com,0.02
Xhilaration,Warm ,Reply@Xhilaration.com,0.02
Local Matters,Nurturing,Reply@Local Matters.com,0.02
Dr. Denim Jeansmakers,Warm ,Reply@Dr. Denim Jeansmakers.com,0.02
Dr. Scholl's,Reengaged,Reply@Dr. Scholl's.com,0.02
Bang & Olufsen,Referral,Reply@Bang & Olufsen.com,0.02
V8,Warm ,Reply@V8.com,0.02
Resene,Warm ,Reply@Resene.com,0.02
Draka,Qualified,Reply@Draka.com,0.02
Bausch & Lomb,Disqualified,Reply@Bausch & Lomb.com,0.02
T Rowe Price,Contacted,Reply@T Rowe Price.com,0.02
"Sterling Ledet & Associates, Inc.",Cold,"Reply@Sterling Ledet & Associates, Inc..com",0.02
ManPower,Reengaged,Reply@ManPower.com,0.02
Monoprix,Nurturing,Reply@Monoprix.com,0.02
Atari,Qualified,Reply@Atari.com,0.02
Volvo,Disqualified,Reply@Volvo.com,0.02
Rent-A-Center,Proposal Sent,Reply@Rent-A-Center.com,0.02
Dulux,Warm ,Reply@Dulux.com,0.02
Renren,Warm ,Reply@Renren.com,0.02
Leading Edge Group,Referral,Reply@Leading Edge Group.com,0.02
Red Bears Tavern,Negotiation,Reply@Red Bears Tavern.com,0.02
Downer EDi,New,Reply@Downer EDi.com,0.02
Pantone,Proposal Sent,Reply@Pantone.com,0.02
"DivX, Inc.",Reengaged,"Reply@DivX, Inc..com",0.02
Epson,Closed-Lost,Reply@Epson.com,0.02
Hallmark Cards,In Progress,Reply@Hallmark Cards.com,0.02
Ramsay Health Care,Closed-Lost,Reply@Ramsay Health Care.com,0.02
Mobilkom Austria,In Progress,Reply@Mobilkom Austria.com,0.02
Beaurepaires,Reengaged,Reply@Beaurepaires.com,0.02
TV3,New,Reply@TV3.com,0.02
Starbucks,Closed-Lost,Reply@Starbucks.com,0.02
TNT,Qualified,Reply@TNT.com,0.02
Raiffesien Bank,Reengaged,Reply@Raiffesien Bank.com,0.02
RTL,Closed-Lost,Reply@RTL.com,0.02
TVS,Cold,Reply@TVS.com,0.02
Leroy Merlin,Referral,Reply@Leroy Merlin.com,0.02
EmtÃ©,Proposal Sent,Reply@EmtÃ©.com,0.02
Galaxy Man,New,Reply@Galaxy Man.com,0.02
Paramount Pictures,In Progress,Reply@Paramount Pictures.com,0.02
Range,In Progress,Reply@Range.com,0.02
Element Skateboards,Reengaged,Reply@Element Skateboards.com,0.02
AskMeNow,Qualified,Reply@AskMeNow.com,0.02
Erste Group,Negotiation,Reply@Erste Group.com,0.02
Matrix Architectural Service,Nurturing,Reply@Matrix Architectural Service.com,0.02
Minimarket,Qualified,Reply@Minimarket.com,0.02
Ashland Inc.,Nurturing,Reply@Ashland Inc..com,0.02
Dippin' Dots,Warm ,Reply@Dippin' Dots.com,0.02
TI-nspire,In Progress,Reply@TI-nspire.com,0.02
Tahiti Village,Contacted,Reply@Tahiti Village.com,0.02
Reader's Digest,Warm ,Reply@Reader's Digest.com,0.02
Ben-Gay,Referral,Reply@Ben-Gay.com,0.02
ArvinMeritor,New,Reply@ArvinMeritor.com,0.02
A4,Qualified,Reply@A4.com,0.02
Eight O'Clock Coffee Company,Qualified,Reply@Eight O'Clock Coffee Company.com,0.02
TJ Maxx,Proposal Sent,Reply@TJ Maxx.com,0.02
Rav4,Referral,Reply@Rav4.com,0.02
Ermenegildo Zegna,Closed-Lost,Reply@Ermenegildo Zegna.com,0.02
"Bed, Bath & Beyond",Closed-Lost,"Reply@Bed, Bath & Beyond.com",0.02
Ergon,Referral,Reply@Ergon.com,0.02
Downy,Contacted,Reply@Downy.com,0.02
Synnex,Qualified,Reply@Synnex.com,0.02
Zurich Cantonal Bank,On-hold,Reply@Zurich Cantonal Bank.com,0.02
Johnson & Johnson,Negotiation,Reply@Johnson & Johnson.com,0.02
Dick Smith Electronics,Qualified,Reply@Dick Smith Electronics.com,0.02
Bluefish Communications,In Progress,Reply@Bluefish Communications.com,0.02
Michael Kors,Disqualified,Reply@Michael Kors.com,0.02
Dick's Sporting Goods,On-hold,Reply@Dick's Sporting Goods.com,0.02
Magik Lamp,Proposal Sent,Reply@Magik Lamp.com,0.02
Bain & Company,On-hold,Reply@Bain & Company.com,0.02
Banco de Chile,On-hold,Reply@Banco de Chile.com,0.02
Rivers Australia,Nurturing,Reply@Rivers Australia.com,0.02
Dilmah,In Progress,Reply@Dilmah.com,0.02
Montblanc,Negotiation,Reply@Montblanc.com,0.02
Pyrex,Warm ,Reply@Pyrex.com,0.02
Rio Tinto,Cold,Reply@Rio Tinto.com,0.02
Stratapro,Reengaged,Reply@Stratapro.com,0.02
Blue Dart,New,Reply@Blue Dart.com,0.02
Liquid-Plumr,Closed-Lost,Reply@Liquid-Plumr.com,0.02
Mevgal,Referral,Reply@Mevgal.com,0.02
Bloomingdale's,New,Reply@Bloomingdale's.com,0.02
Bobcat,On-hold,Reply@Bobcat.com,0.02
Roots Canada,Proposal Sent,Reply@Roots Canada.com,0.02
Zaxby's,Contacted,Reply@Zaxby's.com,0.02
Delta Electricity,On-hold,Reply@Delta Electricity.com,0.02
Delta Projects,In Progress,Reply@Delta Projects.com,0.02
Baldor Electric Company,Reengaged,Reply@Baldor Electric Company.com,0.02
RockStar Energy Drink,On-hold,Reply@RockStar Energy Drink.com,0.02
Detrol,Cold,Reply@Detrol.com,0.02
Roberto Cavalli,In Progress,Reply@Roberto Cavalli.com,0.02
Metters,Proposal Sent,Reply@Metters.com,0.02
Lite-Brite,Reengaged,Reply@Lite-Brite.com,0.02
Quality Realty Service,Reengaged,Reply@Quality Realty Service.com,0.02
Blumarine,Warm ,Reply@Blumarine.com,0.02
Pull-Ups,Referral,Reply@Pull-Ups.com,0.02
De'Longhi,Nurturing,Reply@De'Longhi.com,0.02
Swedbank,Closed-Lost,Reply@Swedbank.com,0.02
Mitsubishi,On-hold,Reply@Mitsubishi.com,0.02
Blog,Contacted,Reply@Blog.com,0.02
Blaupunkt,On-hold,Reply@Blaupunkt.com,0.02
Lincoln,New,Reply@Lincoln.com,0.02
AutoZone,Contacted,Reply@AutoZone.com,0.02
"Springfield Armory, Inc.",Proposal Sent,"Reply@Springfield Armory, Inc..com",0.02
System Star,Reengaged,Reply@System Star.com,0.02
Pier 1 Imports,Warm ,Reply@Pier 1 Imports.com,0.02
Banco do Brasil,New,Reply@Banco do Brasil.com,0.02
LaneÃ­ge,Qualified,Reply@LaneÃ­ge.com,0.02
Avis Budget Group,Referral,Reply@Avis Budget Group.com,0.02
Magna Wealth,Negotiation,Reply@Magna Wealth.com,0.02
Garden Master,Negotiation,Reply@Garden Master.com,0.02
Banco de la Nacion Argentina,Qualified,Reply@Banco de la Nacion Argentina.com,0.02
Linguistically Based,Contacted,Reply@Linguistically Based.com,0.02
Divella,Disqualified,Reply@Divella.com,0.02
Banco de Galicia y Buenos Aires SA,Disqualified,Reply@Banco de Galicia y Buenos Aires SA.com,0.02
Western Digital,Negotiation,Reply@Western Digital.com,0.019
Giant,New,Reply@Giant.com,0.018333333333333333
Golden North,Nurturing,Reply@Golden North.com,0.0175
General Mills,Warm ,Reply@General Mills.com,0.016666666666666666
Universal Music Group,Disqualified,Reply@Universal Music Group.com,0.016666666666666666
Hampton Inn,New,Reply@Hampton Inn.com,0.016666666666666666
General Mills,Contacted,Reply@General Mills.com,0.016666666666666666
Unilever,Disqualified,Reply@Unilever.com,0.016666666666666666
GAS,Negotiation,Reply@GAS.com,0.016666666666666666
Viki,Nurturing,Reply@Viki.com,0.016
Adaptas,New,Reply@Adaptas.com,0.016
Integra Design,New,Reply@Integra Design.com,0.016
Crisco,Proposal Sent,Reply@Crisco.com,0.015
SoBe,Reengaged,Reply@SoBe.com,0.015
Polaroid Corporation,On-hold,Reply@Polaroid Corporation.com,0.015
Keds,Reengaged,Reply@Keds.com,0.015
Estrela,Negotiation,Reply@Estrela.com,0.015
Ace Radio,Nurturing,Reply@Ace Radio.com,0.015
Gas Legion,Referral,Reply@Gas Legion.com,0.015
Aji Ichiban,Proposal Sent,Reply@Aji Ichiban.com,0.015
Lawn N' Order Garden Care,New,Reply@Lawn N' Order Garden Care.com,0.015
Geico,Warm ,Reply@Geico.com,0.015
John Deere,New,Reply@John Deere.com,0.015
Trailblazer,Qualified,Reply@Trailblazer.com,0.015
Krug,Cold,Reply@Krug.com,0.013999999999999999
Camry,Disqualified,Reply@Camry.com,0.013333333333333332
Universo Realtors,Contacted,Reply@Universo Realtors.com,0.013333333333333332
WC SA,Proposal Sent,Reply@WC SA.com,0.013333333333333332
General Communication,Contacted,Reply@General Communication.com,0.013000000000000001
Hellenic Petroleum,Cold,Reply@Hellenic Petroleum.com,0.0125
Gas Depot,Closed-Lost,Reply@Gas Depot.com,0.012
Crazy Tiger,Reengaged,Reply@Crazy Tiger.com,0.01
Ncell,On-hold,Reply@Ncell.com,0.01
Videocon,Disqualified,Reply@Videocon.com,0.01
United Airlines,In Progress,Reply@United Airlines.com,0.01
Quest Technology Service,Reengaged,Reply@Quest Technology Service.com,0.01
Voltaren,Proposal Sent,Reply@Voltaren.com,0.01
More,Negotiation,Reply@More.com,0.01
Vonage,Proposal Sent,Reply@Vonage.com,0.01
Mop & Glo,Referral,Reply@Mop & Glo.com,0.01
WD-40,Nurturing,Reply@WD-40.com,0.01
Trivial Pursuit,Closed-Lost,Reply@Trivial Pursuit.com,0.01
Mark's,Qualified,Reply@Mark's.com,0.01
UnitedHealth Group,On-hold,Reply@UnitedHealth Group.com,0.01
Zoloft,Contacted,Reply@Zoloft.com,0.01
United Parcel Service,Referral,Reply@United Parcel Service.com,0.01
Mortein,Closed-Lost,Reply@Mortein.com,0.01
Rainbow Life,Disqualified,Reply@Rainbow Life.com,0.01
Nescafe,Cold,Reply@Nescafe.com,0.01
Nerf,Nurturing,Reply@Nerf.com,0.01
Village Roadshow,Reengaged,Reply@Village Roadshow.com,0.01
Marcopolo,Proposal Sent,Reply@Marcopolo.com,0.01
Meteor,Reengaged,Reply@Meteor.com,0.01
True Value,Referral,Reply@True Value.com,0.01
Menard's,Contacted,Reply@Menard's.com,0.01
UPS,New,Reply@UPS.com,0.01
Name DNA Detection,Disqualified,Reply@Name DNA Detection.com,0.01
Verboden,Nurturing,Reply@Verboden.com,0.01
Milk Duds,Proposal Sent,Reply@Milk Duds.com,0.01
McKesson,Proposal Sent,Reply@McKesson.com,0.01
NTUC Fairprice,Disqualified,Reply@NTUC Fairprice.com,0.01
Munich Re,Referral,Reply@Munich Re.com,0.01
Media Markt & Saturn,Contacted,Reply@Media Markt & Saturn.com,0.01
Veolia Environment,Proposal Sent,Reply@Veolia Environment.com,0.01
Medtronic,Nurturing,Reply@Medtronic.com,0.01
Valentino,Reengaged,Reply@Valentino.com,0.01
Reliable Investments,Nurturing,Reply@Reliable Investments.com,0.01
Midas,New,Reply@Midas.com,0.01
iPod,Qualified,Reply@iPod.com,0.01
Capitalcorp,New,Reply@Capitalcorp.com,0.01
NBC,New,Reply@NBC.com,0.01
Mercedes-Benz,Nurturing,Reply@Mercedes-Benz.com,0.01
Chargepal,Disqualified,Reply@Chargepal.com,0.01
Michelin,In Progress,Reply@Michelin.com,0.01
Desert Garden Help,Referral,Reply@Desert Garden Help.com,0.01
Michaels Stores,Closed-Lost,Reply@Michaels Stores.com,0.01
U.S. Army,Nurturing,Reply@U.S. Army.com,0.01
Complete Tech,On-hold,Reply@Complete Tech.com,0.01
Must See TV,Nurturing,Reply@Must See TV.com,0.01
MetLife,Proposal Sent,Reply@MetLife.com,0.01
Metaxa,Contacted,Reply@Metaxa.com,0.01
Tylenol,Contacted,Reply@Tylenol.com,0.01
Zyrtec,Negotiation,Reply@Zyrtec.com,0.01
Tucson,Qualified,Reply@Tucson.com,0.01
Minute Maid,Reengaged,Reply@Minute Maid.com,0.01
Tums,New,Reply@Tums.com,0.01
Virgin Atlantic,Contacted,Reply@Virgin Atlantic.com,0.01
Mirvac Group,Negotiation,Reply@Mirvac Group.com,0.01
Movistar,Reengaged,Reply@Movistar.com,0.01
MoÃ«t et Chandon,Cold,Reply@MoÃ«t et Chandon.com,0.01
Miracle-Gro,Nurturing,Reply@Miracle-Gro.com,0.01
Naturalizer,Reengaged,Reply@Naturalizer.com,0.01
Zippo,Referral,Reply@Zippo.com,0.01
Nationwide,Closed-Lost,Reply@Nationwide.com,0.01
MasterCard,Reengaged,Reply@MasterCard.com,0.01
National Bank of NZ,Closed-Lost,Reply@National Bank of NZ.com,0.01
Mr. Sub,In Progress,Reply@Mr. Sub.com,0.01
Vita Green Health,Disqualified,Reply@Vita Green Health.com,0.01
Vespa,New,Reply@Vespa.com,0.01
TurboTax,Warm ,Reply@TurboTax.com,0.01
Mr. Tayto,New,Reply@Mr. Tayto.com,0.01
Turners & Growers,Contacted,Reply@Turners & Growers.com,0.01
ÃcomarchÃ©,Reengaged,Reply@ÃcomarchÃ©.com,0.01
Ucell,Nurturing,Reply@Ucell.com,0.01
Platinum Interior Design,Warm ,Reply@Platinum Interior Design.com,0.01
Turtle Wax,Negotiation,Reply@Turtle Wax.com,0.01
Vicks,Closed-Lost,Reply@Vicks.com,0.01
Maybank,Reengaged,Reply@Maybank.com,0.01
Mulino Bianco,Contacted,Reply@Mulino Bianco.com,0.01
Veuve Clicquot,Cold,Reply@Veuve Clicquot.com,0.01
Vestas,Disqualified,Reply@Vestas.com,0.01
Planetbiz,Contacted,Reply@Planetbiz.com,0.01
WisePower,Cold,Reply@WisePower.com,0.01
Zespri,Contacted,Reply@Zespri.com,0.01
Rio Tinto Alcan,Contacted,Reply@Rio Tinto Alcan.com,0.01
Suzano Papel e Celulose,Qualified,Reply@Suzano Papel e Celulose.com,0.01
Robin's Donuts,On-hold,Reply@Robin's Donuts.com,0.01
Road Runner,Reengaged,Reply@Road Runner.com,0.01
What-cha-ma-call-it,Warm ,Reply@What-cha-ma-call-it.com,0.01
Swanndri,Proposal Sent,Reply@Swanndri.com,0.01
XXXX,On-hold,Reply@XXXX.com,0.01
Rinker Group,Qualified,Reply@Rinker Group.com,0.01
Rollerblade,Nurturing,Reply@Rollerblade.com,0.01
Rimmel,Contacted,Reply@Rimmel.com,0.01
Right Guard,Negotiation,Reply@Right Guard.com,0.01
Magna Gases,Negotiation,Reply@Magna Gases.com,0.01
Swiffer,On-hold,Reply@Swiffer.com,0.01
Ricard,Nurturing,Reply@Ricard.com,0.01
Rhapsody,Closed-Lost,Reply@Rhapsody.com,0.01
Rolex,Proposal Sent,Reply@Rolex.com,0.01
Magik Gray,New,Reply@Magik Gray.com,0.01
Rewe,Contacted,Reply@Rewe.com,0.01
XF,Nurturing,Reply@XF.com,0.01
X-Men,Proposal Sent,Reply@X-Men.com,0.01
Grade A Investment,Reengaged,Reply@Grade A Investment.com,0.01
X5,Disqualified,Reply@X5.com,0.01
Good Times,Qualified,Reply@Good Times.com,0.01
Safety Australia,Contacted,Reply@Safety Australia.com,0.01
Suncor Energy,Cold,Reply@Suncor Energy.com,0.01
