Company Name,Average Sentiment,Average Rating,Sentiment Quality,Best Outreach Window,Recommended Approach
Cargill,7.435913998557703,5.878787878787879,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Carling,7.177826676483729,5.9655172413793105,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Carling Black Label,6.585887104798508,5.28125,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Carlsberg,6.725353207685838,5.333333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Carlton & United Breweries,6.8296883867061515,5.193548387096774,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Carl's Jr.,7.360786409784474,5.935483870967742,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Carmax,7.302914224357248,5.848484848484849,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Carnation,7.6504685545483495,6.153846153846154,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Carnegie,6.8133647791952185,5.3125,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Carnini,6.354560722328305,5.064516129032258,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Carrefour,6.598027442881253,5.085714285714285,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Carroten,7.877685200932499,6.548387096774194,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Carte Noire,6.652152521678758,5.041666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Carter's,5.803394873975398,4.607142857142857,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cartier,7.008027664228211,5.655172413793103,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Casas Bahia,7.56392724001443,5.925925925925926,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cascade Brewery,7.318387853501356,5.928571428571429,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cascadian Farm,6.973218302879446,5.542857142857143,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cascina Verdesole,6.878854536379712,5.628571428571429,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Casey's General Store,7.309310534954506,5.896551724137931,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Casino,7.413569616471173,6.09375,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Casio,6.804518635686836,5.333333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cass,6.9815854693979364,5.366666666666666,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Castablast,7.167765785364668,5.758620689655173,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Castlemaine Perkins,6.19923942689099,4.882352941176471,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cat Chow,6.632154319734099,5.5,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Catena,6.43325365212001,4.771428571428571,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Caterpillar,6.939060168293653,5.761904761904762,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cathay Pacific,7.192761273340487,6.0,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cbus,6.719401996812182,5.333333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Ceat,6.75528660459247,5.321428571428571,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Celcom,6.913526455962864,5.535714285714286,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Celebrex,7.125599434923493,5.935483870967742,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Celebrity Cruises,7.0111431104113535,5.75,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Celesc,6.988705493226002,5.851851851851852,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Celia,7.309137748023891,5.838709677419355,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cemex,6.800920922576685,5.487804878048781,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Cemig,6.758404360534478,5.6,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cencosud,6.947116757190537,5.904761904761905,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cenovus Energy,7.1478728029701815,6.0,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Center Fresh,7.058056425826737,5.7272727272727275,High,,Immediate outreach recommended. High sentiment indicates strong potential.
CenterPoint Energy,7.004539168126026,5.44,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Centrale Latte Roma,6.998771153782916,5.387096774193548,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Centrino,7.052416975588834,5.705882352941177,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Centro Properties Group,6.905576702464606,5.517241379310345,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Century 21,7.037113091831228,5.565217391304348,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cerpa,7.708891017754951,6.448275862068965,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cerpinha,6.722982845004412,5.233333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cerruti,8.34438128079559,7.066666666666666,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Challenger,7.386417108569333,5.90625,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Champion,6.897135613451067,5.777777777777778,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chanel,6.560010075166228,5.344827586206897,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chang Beer,6.698114413611083,5.217391304347826,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Changyu,6.633726356902722,4.933333333333334,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
ChapStick,7.261564790235966,5.923076923076923,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Charles Schwab,6.843729384444118,5.785714285714286,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Charmin,6.865914531284302,5.407407407407407,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chase,6.342684898326654,4.869565217391305,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chaumet,6.907529634414606,5.230769230769231,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cheap Monday,6.797258790526333,5.333333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cheer,7.192500698083905,5.6,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cheerios,7.032906292617656,5.666666666666667,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cheesecake Factory,7.444461785145029,5.826086956521739,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cheetos,6.683717375566169,4.935483870967742,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cheez Whiz,6.753908466284641,5.676470588235294,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cheez-It,6.185195008174971,4.911764705882353,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cheezels,6.458286473413234,5.0285714285714285,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chef,7.452873278401045,5.966666666666667,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Chef Boyardee,6.326499815033576,4.533333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chemeq,7.523330748086087,6.366666666666666,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cheung Kong Holdings,6.5657905408407675,5.5,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chevrolet,7.145482897821428,5.617647058823529,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Chex,7.301953313331828,6.181818181818182,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Chicco,6.437488179590331,4.9375,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chiko Roll,7.0262391765274055,5.724137931034483,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Chili's,7.09669141550466,5.742857142857143,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Chimay,6.976873709427099,5.451612903225806,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chimei,6.89860958412748,5.166666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
China Citic Bank,6.61859153038926,5.392857142857143,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
China Construction Bank,6.609469873573895,5.0344827586206895,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
China Eastern,7.254845495103906,5.911764705882353,High,,Immediate outreach recommended. High sentiment indicates strong potential.
China Life,6.9748824392939355,5.5625,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
China Light and Power,6.420864753850483,4.967741935483871,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
China Merchants Bank,7.1643331740588465,5.814814814814815,High,,Immediate outreach recommended. High sentiment indicates strong potential.
China Mobile,6.516209114866279,5.421052631578948,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
China Southern Airlines,7.258795691454718,5.90625,High,,Immediate outreach recommended. High sentiment indicates strong potential.
China Telecom,7.595356906300991,6.483870967741935,High,,Immediate outreach recommended. High sentiment indicates strong potential.
China Unicom,7.2537772625776356,5.852941176470588,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Chinachem Group,6.383904310470796,5.434782608695652,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chipotle,6.531360080856839,5.384615384615385,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chip's Ahoy,6.3378281638165035,4.75,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chiquita,6.7923800949162825,5.243243243243243,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chivas,6.994465039853027,5.3076923076923075,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
ChloÃ©,6.2657307513508105,4.866666666666666,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Choclitos,6.562257910268325,5.15625,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chocolates Garoto,6.4324588348419685,5.03125,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chorus Call Australia,7.051783037631653,5.777777777777778,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Christian Dior,6.980736523133215,5.571428571428571,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chuck E. Cheese,7.162770640005818,5.461538461538462,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Chuck Taylor,7.066542755603413,5.705882352941177,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Chunghwa Telecom Co,6.037833781381142,5.121212121212121,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Chupa Chups,7.0720363057853435,5.410256410256411,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cialis,6.165873883571573,4.84,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cielo,6.314629041685427,4.8076923076923075,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cif,6.352704997999656,5.0344827586206895,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cindor,6.878605724789119,5.085714285714285,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cinemax,5.920145101720735,4.769230769230769,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cinnabon,7.404670058978059,5.583333333333333,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cinnamon Toast Crunch,6.7484051437716746,5.3428571428571425,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cintra,7.026407543143041,5.185185185185185,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cinzano Vermouth,6.024178646818535,4.9,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cisco,7.114844410720597,5.818181818181818,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Citibank,6.37496748208051,5.173913043478261,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Citics,6.985945135023209,5.8,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Citizens Bank,6.4037302299395975,4.888888888888889,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
CitroÃ«n,7.179885728161338,5.777777777777778,High,,Immediate outreach recommended. High sentiment indicates strong potential.
City Telecom,6.84562072968441,5.363636363636363,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
CityRail,7.341351597062377,5.846153846153846,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Civic,6.924165744686362,5.096774193548387,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Clag,7.387353705763221,6.1,High,,Immediate outreach recommended. High sentiment indicates strong potential.
"Claire's Stores, Inc.",6.761255911482633,5.566666666666666,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Clairol,7.2449774023155475,5.714285714285714,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Clarinex,6.7140129334728575,5.521739130434782,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Claritin,6.8908891148320786,5.571428571428571,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Claritin-D,7.667333734806844,6.37037037037037,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Clarius Group,6.744741791224228,5.076923076923077,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Claytons,6.83924773124628,5.7272727272727275,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Clear Eyes,6.882314696539107,5.555555555555555,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Clearasil,7.213871659433684,5.785714285714286,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Clearly Canadian,7.473266856675069,6.095238095238095,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Clif Bar,6.455183562003988,5.0,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Clinic,6.810591313728892,5.297297297297297,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Clinique,6.592394740098726,5.2,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Clorox,6.986275508756539,5.666666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Clue,6.9057395922555305,5.151515151515151,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Co-op,6.589599345124642,5.133333333333334,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Coach,7.043068166826323,5.833333333333333,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cobalt,7.070027300858897,5.65625,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Coca-Cola,6.52559955003126,5.25,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Coca-Cola Amatil,7.4433724734465905,6.103448275862069,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cochlear Limited,7.244321176019268,5.678571428571429,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cocoa Krispies,6.541701671933151,5.0344827586206895,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cocoa Puffs,7.422089797856194,6.258064516129032,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cococontacts Pty Ltd,7.024695134890915,5.470588235294118,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cocomat,7.08455416891188,5.571428571428571,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Codan Limited,7.3760911481847975,5.852941176470588,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Codelco,6.507032946620831,5.181818181818182,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cointreau,5.721191002309391,4.375,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Coke Zero,6.969915809773474,5.714285714285714,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Colavita,6.662599458427112,5.086956521739131,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Coldwater Creek,6.1857604877472925,5.074074074074074,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Coldwell Bank,6.721289987612269,5.290322580645161,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Coleman,7.144572984120768,6.0,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Coles Group Lmt,6.121524808835908,4.433333333333334,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Colgate,7.018280690264787,5.470588235294118,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Colonia,7.605020997629567,6.161290322580645,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Colorado,6.9809021500434465,5.675675675675675,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Colryut,5.8202357161069616,4.142857142857143,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Colt 45,6.386467332036299,5.161290322580645,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Comedy Central,6.651689938514776,4.9523809523809526,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Comfort Flex Waistband,7.199561762830802,6.107142857142857,High,,Immediate outreach recommended. High sentiment indicates strong potential.
ComgÃ¡s,6.88278817852779,5.285714285714286,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Commerzbank,6.688318957482731,5.171428571428572,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Commonwealth Bank,6.640828400498029,5.421052631578948,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Company Naming,6.670292667778246,5.266666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Compaq,5.775591927107493,4.4375,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Compass Resources,7.0174559358614905,5.485714285714286,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Complete,6.813886732865039,5.428571428571429,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Computershare,7.675368449352169,6.333333333333333,High,,Immediate outreach recommended. High sentiment indicates strong potential.
ConAgra,7.5244986686573885,6.095238095238095,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Conair,6.54703000515682,4.857142857142857,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
ConnectEast,6.7638904561608095,5.241379310344827,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Contact Us,7.2443647800649495,5.571428571428571,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Conti,6.592025543199795,5.166666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Continental,7.498009884796645,5.84,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cookie Time,6.5192926498936545,5.233333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cool Whip,6.723422561667879,5.428571428571429,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Coolpix,6.30494293485191,4.964285714285714,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Coon cheese,7.443385180341816,5.741935483870968,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cooper,7.456705536804975,6.125,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Coopers Brewery,6.982786402908551,5.590909090909091,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Coors,6.674327036128457,5.277777777777778,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Coors Light,6.319154949496495,4.428571428571429,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Copacol,7.252481975965197,5.5,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Copel,6.625952741230771,5.027777777777778,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Copesa,6.970642917818552,5.6,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Coppertone,6.292452434202286,5.038461538461538,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cordell Information,5.50664977301398,4.041666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Corelle,7.032476791123319,5.5,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Corn Flakes,6.972300385601194,5.264705882352941,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Corn Pops,6.212436726524467,4.6923076923076925,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
CorningWare,6.280847925429972,4.863636363636363,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Corolla,6.718711846316284,5.4,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Corona,6.761038437903763,5.615384615384615,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
CorpBanca,6.830649965996209,5.5,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Corsendonk Pater Noster,6.743032018045571,5.321428571428571,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Coruba,6.820376464493919,5.25,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Corvette,6.615021401202172,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cosan,6.719616335443698,5.125,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Cosmote,6.943107155371776,5.555555555555555,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cott,6.894363799445284,5.868421052631579,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cottee's,7.013649562602457,5.513513513513513,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cotton Inc.,7.820283452557308,6.5,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cottonelle,7.224594317095323,5.7,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Countdown,6.903895215284834,5.458333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Country Crock,6.934048482581448,5.354838709677419,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Country Energy,7.188312671301271,5.6875,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Courtyard by Marriott,6.568379973531517,5.25,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Courvoisier,6.56031209590224,5.148148148148148,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cover Girl,7.449695375291289,6.0,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cox Communications,7.280182952442907,6.0476190476190474,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cracker Barrel,7.532392292406084,6.0625,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Cracker Jack,6.519637308730355,5.208333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Craigslist,6.873167206281376,5.428571428571429,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Crate & Barrel,7.135003623772891,5.774193548387097,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Crayola,6.941468315931967,5.315789473684211,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Crazy John's,6.767539651895458,5.483870967741935,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Credit Agricole,6.38017476367362,4.958333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Credit Mutual,6.212580925998471,5.052631578947368,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Credit Suisse,6.745755026863177,5.448275862068965,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Crest,7.672992979802053,6.346153846153846,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Crestor,7.271087206179107,6.0,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Crisco,6.556286086476556,5.08,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Crispix,6.611326457886888,5.172413793103448,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Crocodile Garments,5.924189873610048,4.961538461538462,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Crown,6.571397841161647,4.954545454545454,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Crown Lager,7.030819305267071,6.222222222222222,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Crown Limited,7.025545639207898,5.487179487179487,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Crown Pilsner,7.0887305866101675,5.774193548387097,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Crown Royal,7.119090157755617,5.666666666666667,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Crumpler,7.186701753526588,5.833333333333333,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Crunch ân Munch,6.931586005241141,5.791666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Crystal Light,6.779798195046155,5.607142857142857,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Crystal Spring Tea,6.420496692711913,4.923076923076923,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Ctrip,6.300352689997603,4.806451612903226,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cub Foods,6.55212277575677,4.9523809523809526,Medium,,Gentle follow-up suggested. Maintain existing communication momentum.
Cummins,6.989176027467357,5.724137931034483,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Curves,6.595464407282211,5.225806451612903,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cyber-Shot,7.155467766408199,5.7105263157894735,High,,Immediate outreach recommended. High sentiment indicates strong potential.
CyberLink,6.640015351500027,5.2592592592592595,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Cyrela,6.728426054743514,5.142857142857143,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
CÃ©line,6.01709444951871,4.517241379310345,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
D-Link,6.5593358999725435,5.125,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DBS Bank,7.171341558350228,5.735294117647059,High,,Immediate outreach recommended. High sentiment indicates strong potential.
DHL,6.989001056954044,5.666666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DHL Express,6.724696364853484,5.357142857142857,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DIA,7.132832745156601,5.818181818181818,High,"{'Dates': ['2024-05-02', '2024-05-26', '2024-04-28'], 'Avg Downtime': 1.3333333333333333}",Immediate outreach recommended. High sentiment indicates strong potential.
DKNY,6.66575619543398,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DSM,7.647088485491509,6.037037037037037,High,,Immediate outreach recommended. High sentiment indicates strong potential.
DTDC,7.114281365162496,5.428571428571429,High,,Immediate outreach recommended. High sentiment indicates strong potential.
DYMO,6.522258574864208,5.0,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DZ Bank AG,6.455128244684129,4.6,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
DaKine,7.459305333961388,6.411764705882353,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Dabur,6.695549953023781,5.5,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Daewoo,6.49455045045589,4.863636363636363,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Daffy Duck,6.790239842312176,5.72,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Daikin,6.873543442138408,5.59375,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Daimler,6.872786261846268,4.914285714285715,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dairy Farmers,7.512954852415453,6.071428571428571,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Dairy Queen,6.577539221895991,5.392857142857143,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Daisy,6.830036037736293,5.260869565217392,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dakota,6.758861622551219,5.515151515151516,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dallmayr,6.954213423414549,5.631578947368421,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Danone,7.247970018721329,6.12,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Danske Bank,7.458864821113431,6.029411764705882,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Darden,6.810665375734328,5.352941176470588,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Darlie,6.565497580954969,4.833333333333333,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Darrell Lea,6.827795453912517,5.541666666666667,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Dasani,6.499776213650192,5.027777777777778,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
Datacom,7.127853997769148,5.75,High,,Immediate outreach recommended. High sentiment indicates strong potential.
Dave & Busters,6.577946966152196,5.2727272727272725,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
David Jones Limited,6.551134544658658,5.225806451612903,Medium,,Cautious approach needed. Prepare comprehensive value proposition.
David Stubbs & Partners Consulting Engineers Pty Ltd,7.2680801226694385,6.081081081081081,High,,Immediate outreach recommended. High sentiment indicates strong potential.
